datetime,open,high,low,close,volume
2023-01-03 00:00:00,141.6,143.25,141.56,141.78,2109702
2023-01-04 00:00:00,141.85,142.28,140.75,141.43,1711274
2023-01-05 00:00:00,141.6,141.84,140.54,141.27,1724530
2023-01-06 00:00:00,141.39,141.62,140.9,141.4,1065760
2023-01-09 00:00:00,141.83,142.99,141.65,142.4,3144211
2023-01-10 00:00:00,142.1,142.85,141.31,142.81,2371818
2023-01-11 00:00:00,142.97,149.98,142.87,149.96,12314704
2023-01-12 00:00:00,150.02,150.79,148.39,149.3,4678930
2023-01-13 00:00:00,149.58,153.28,147.71,151.69,8852021
2023-01-16 00:00:00,152.89,154.0,151.88,153.71,5172683
2023-01-17 00:00:00,154.0,154.31,150.01,150.45,8440476
2023-01-18 00:00:00,150.4,153.0,149.41,151.47,6751196
2023-01-19 00:00:00,151.2,152.85,148.56,149.34,6681395
2023-01-20 00:00:00,149.7,151.4,148.64,151.38,4425482
2023-01-23 00:00:00,151.9,154.1,151.01,153.5,5519887
2023-01-24 00:00:00,153.95,155.58,152.28,152.66,7873413
2023-01-25 00:00:00,152.45,153.6,151.5,152.81,4337670
2023-01-26 00:00:00,153.32,154.3,151.73,152.4,4547834
2023-01-27 00:00:00,152.4,153.48,151.69,153.2,3412258
2023-01-30 00:00:00,153.5,153.88,152.21,153.38,3110498
2023-01-31 00:00:00,153.51,158.18,153.3,158.07,7788794
2023-02-01 00:00:00,158.2,159.6,156.5,158.29,6633220
2023-02-02 00:00:00,158.4,160.29,157.37,159.45,5386638
2023-02-03 00:00:00,159.1,162.32,157.88,161.26,6373312
2023-02-06 00:00:00,161.78,167.17,161.01,167.09,8908080
2023-02-07 00:00:00,167.3,168.7,163.4,165.39,9263827
2023-02-08 00:00:00,165.0,166.35,162.7,164.15,5866660
2023-02-09 00:00:00,164.33,167.47,161.27,165.31,10713207
2023-02-10 00:00:00,165.0,166.49,164.5,165.52,4092178
2023-02-13 00:00:00,165.2,166.88,164.17,164.32,3620934
2023-02-14 00:00:00,164.3,164.38,161.64,161.86,5882958
2023-02-15 00:00:00,160.94,161.12,153.83,156.25,11378716
2023-02-16 00:00:00,157.33,159.3,156.25,158.22,6852965
2023-02-17 00:00:00,158.0,160.38,156.91,159.73,5217314
2023-02-20 00:00:00,159.41,161.3,156.73,160.09,6396245
2023-02-21 00:00:00,160.66,165.65,159.26,164.15,12740553
2023-02-22 00:00:00,164.13,164.42,162.5,163.37,4376104
2023-02-24 00:00:00,163.33,165.5,163.1,164.3,3772404
