time,open,high,low,close,volume,is_complete,candle_source
2025-05-09 01:00:00+00:00,"{'units': 3622, 'nano': 500000000}","{'units': 3622, 'nano': 500000000}","{'units': 3622, 'nano': 500000000}","{'units': 3622, 'nano': 500000000}",1,True,2
2025-05-09 01:30:00+00:00,"{'units': 3628, 'nano': 0}","{'units': 3645, 'nano': 0}","{'units': 3627, 'nano': 0}","{'units': 3642, 'nano': 0}",23,True,2
2025-05-09 02:00:00+00:00,"{'units': 3623, 'nano': 0}","{'units': 3623, 'nano': 0}","{'units': 3622, 'nano': 500000000}","{'units': 3622, 'nano': 500000000}",7,True,2
2025-05-09 02:30:00+00:00,"{'units': 3622, 'nano': 0}","{'units': 3622, 'nano': 500000000}","{'units': 3622, 'nano': 0}","{'units': 3622, 'nano': 500000000}",4,True,2
2025-05-09 03:00:00+00:00,"{'units': 3627, 'nano': 500000000}","{'units': 3627, 'nano': 500000000}","{'units': 3627, 'nano': 500000000}","{'units': 3627, 'nano': 500000000}",1,True,2
2025-05-09 03:30:00+00:00,"{'units': 3623, 'nano': 500000000}","{'units': 3623, 'nano': 500000000}","{'units': 3623, 'nano': 500000000}","{'units': 3623, 'nano': 500000000}",1,True,2
2025-05-09 04:00:00+00:00,"{'units': 3627, 'nano': 500000000}","{'units': 3627, 'nano': 500000000}","{'units': 3627, 'nano': 500000000}","{'units': 3627, 'nano': 500000000}",4,True,2
2025-05-09 04:30:00+00:00,"{'units': 3628, 'nano': 0}","{'units': 3635, 'nano': 0}","{'units': 3628, 'nano': 0}","{'units': 3635, 'nano': 0}",16,True,2
2025-05-09 05:00:00+00:00,"{'units': 3635, 'nano': 0}","{'units': 3635, 'nano': 0}","{'units': 3628, 'nano': 0}","{'units': 3628, 'nano': 0}",7,True,2
2025-05-09 05:30:00+00:00,"{'units': 3628, 'nano': 0}","{'units': 3628, 'nano': 0}","{'units': 3628, 'nano': 0}","{'units': 3628, 'nano': 0}",13,True,2
2025-05-09 06:00:00+00:00,"{'units': 3628, 'nano': 0}","{'units': 3633, 'nano': 0}","{'units': 3623, 'nano': 0}","{'units': 3624, 'nano': 0}",46,True,2
2025-05-09 06:30:00+00:00,"{'units': 3624, 'nano': 0}","{'units': 3629, 'nano': 500000000}","{'units': 3624, 'nano': 0}","{'units': 3624, 'nano': 0}",7,True,2
2025-05-09 07:00:00+00:00,"{'units': 3624, 'nano': 0}","{'units': 3624, 'nano': 0}","{'units': 3621, 'nano': 0}","{'units': 3621, 'nano': 0}",49,True,2
2025-05-09 07:30:00+00:00,"{'units': 3619, 'nano': 500000000}","{'units': 3619, 'nano': 500000000}","{'units': 3619, 'nano': 0}","{'units': 3619, 'nano': 0}",32,True,2
2025-05-09 08:00:00+00:00,"{'units': 3619, 'nano': 0}","{'units': 3628, 'nano': 500000000}","{'units': 3619, 'nano': 0}","{'units': 3619, 'nano': 0}",33,True,2
2025-05-09 08:30:00+00:00,"{'units': 3620, 'nano': 0}","{'units': 3620, 'nano': 0}","{'units': 3620, 'nano': 0}","{'units': 3620, 'nano': 0}",5,True,2
2025-05-09 09:00:00+00:00,"{'units': 3627, 'nano': 500000000}","{'units': 3627, 'nano': 500000000}","{'units': 3620, 'nano': 500000000}","{'units': 3620, 'nano': 500000000}",3,True,2
2025-05-09 09:30:00+00:00,"{'units': 3620, 'nano': 500000000}","{'units': 3628, 'nano': 500000000}","{'units': 3619, 'nano': 500000000}","{'units': 3620, 'nano': 500000000}",91,True,2
2025-05-09 10:00:00+00:00,"{'units': 3620, 'nano': 500000000}","{'units': 3620, 'nano': 500000000}","{'units': 3620, 'nano': 0}","{'units': 3620, 'nano': 0}",65,True,2
2025-05-09 10:30:00+00:00,"{'units': 3620, 'nano': 0}","{'units': 3621, 'nano': 500000000}","{'units': 3620, 'nano': 0}","{'units': 3621, 'nano': 500000000}",24,True,2
2025-05-09 11:00:00+00:00,"{'units': 3621, 'nano': 500000000}","{'units': 3621, 'nano': 500000000}","{'units': 3621, 'nano': 0}","{'units': 3621, 'nano': 0}",10,True,2
2025-05-09 11:30:00+00:00,"{'units': 3621, 'nano': 0}","{'units': 3627, 'nano': 500000000}","{'units': 3621, 'nano': 0}","{'units': 3622, 'nano': 0}",22,True,2
2025-05-09 12:00:00+00:00,"{'units': 3621, 'nano': 0}","{'units': 3621, 'nano': 0}","{'units': 3621, 'nano': 0}","{'units': 3621, 'nano': 0}",1,True,2
2025-05-09 12:30:00+00:00,"{'units': 3621, 'nano': 0}","{'units': 3621, 'nano': 500000000}","{'units': 3621, 'nano': 0}","{'units': 3621, 'nano': 0}",21,True,2
2025-05-09 13:00:00+00:00,"{'units': 3621, 'nano': 0}","{'units': 3621, 'nano': 0}","{'units': 3621, 'nano': 0}","{'units': 3621, 'nano': 0}",1,True,2
2025-05-09 13:30:00+00:00,"{'units': 3621, 'nano': 500000000}","{'units': 3627, 'nano': 500000000}","{'units': 3621, 'nano': 500000000}","{'units': 3627, 'nano': 500000000}",39,True,2
2025-05-09 14:00:00+00:00,"{'units': 3622, 'nano': 0}","{'units': 3628, 'nano': 0}","{'units': 3621, 'nano': 500000000}","{'units': 3628, 'nano': 0}",35,True,2
2025-05-09 14:30:00+00:00,"{'units': 3622, 'nano': 0}","{'units': 3627, 'nano': 500000000}","{'units': 3622, 'nano': 0}","{'units': 3622, 'nano': 0}",8,True,2
2025-05-09 15:00:00+00:00,"{'units': 3622, 'nano': 0}","{'units': 3622, 'nano': 0}","{'units': 3621, 'nano': 0}","{'units': 3622, 'nano': 0}",26,True,2
2025-05-09 15:30:00+00:00,"{'units': 3627, 'nano': 500000000}","{'units': 3627, 'nano': 500000000}","{'units': 3627, 'nano': 500000000}","{'units': 3627, 'nano': 500000000}",3,True,2
2025-05-09 16:00:00+00:00,"{'units': 3622, 'nano': 500000000}","{'units': 3627, 'nano': 500000000}","{'units': 3613, 'nano': 0}","{'units': 3619, 'nano': 0}",140,True,2
2025-05-09 16:30:00+00:00,"{'units': 3619, 'nano': 500000000}","{'units': 3621, 'nano': 500000000}","{'units': 3615, 'nano': 500000000}","{'units': 3615, 'nano': 500000000}",7,True,2
2025-05-09 17:00:00+00:00,"{'units': 3616, 'nano': 0}","{'units': 3620, 'nano': 0}","{'units': 3616, 'nano': 0}","{'units': 3616, 'nano': 0}",9,True,2
2025-05-09 17:30:00+00:00,"{'units': 3616, 'nano': 0}","{'units': 3619, 'nano': 0}","{'units': 3616, 'nano': 0}","{'units': 3619, 'nano': 0}",59,True,2
2025-05-09 18:00:00+00:00,"{'units': 3619, 'nano': 0}","{'units': 3619, 'nano': 500000000}","{'units': 3612, 'nano': 500000000}","{'units': 3619, 'nano': 500000000}",136,True,2
2025-05-09 19:00:00+00:00,"{'units': 3619, 'nano': 500000000}","{'units': 3622, 'nano': 0}","{'units': 3617, 'nano': 0}","{'units': 3622, 'nano': 0}",59,True,2
2025-05-09 19:30:00+00:00,"{'units': 3626, 'nano': 500000000}","{'units': 3639, 'nano': 500000000}","{'units': 3626, 'nano': 0}","{'units': 3628, 'nano': 500000000}",173,True,2
2025-05-09 20:30:00+00:00,"{'units': 3638, 'nano': 500000000}","{'units': 3638, 'nano': 500000000}","{'units': 3638, 'nano': 500000000}","{'units': 3638, 'nano': 500000000}",1,True,2
2025-05-09 23:30:00+00:00,"{'units': 3638, 'nano': 500000000}","{'units': 3638, 'nano': 500000000}","{'units': 3638, 'nano': 500000000}","{'units': 3638, 'nano': 500000000}",15,True,2
2025-05-10 01:00:00+00:00,"{'units': 3638, 'nano': 0}","{'units': 3638, 'nano': 0}","{'units': 3638, 'nano': 0}","{'units': 3638, 'nano': 0}",17,True,2
2025-05-10 01:30:00+00:00,"{'units': 3638, 'nano': 0}","{'units': 3638, 'nano': 0}","{'units': 3638, 'nano': 0}","{'units': 3638, 'nano': 0}",2,True,2
2025-05-10 03:00:00+00:00,"{'units': 3632, 'nano': 0}","{'units': 3632, 'nano': 0}","{'units': 3632, 'nano': 0}","{'units': 3632, 'nano': 0}",1,True,2
2025-05-10 03:30:00+00:00,"{'units': 3632, 'nano': 0}","{'units': 3636, 'nano': 500000000}","{'units': 3631, 'nano': 500000000}","{'units': 3636, 'nano': 500000000}",4,True,2
2025-05-10 04:00:00+00:00,"{'units': 3626, 'nano': 0}","{'units': 3626, 'nano': 0}","{'units': 3626, 'nano': 0}","{'units': 3626, 'nano': 0}",3,True,2
2025-05-10 04:30:00+00:00,"{'units': 3633, 'nano': 500000000}","{'units': 3635, 'nano': 0}","{'units': 3626, 'nano': 0}","{'units': 3626, 'nano': 0}",11,True,2
2025-05-10 05:00:00+00:00,"{'units': 3625, 'nano': 500000000}","{'units': 3631, 'nano': 0}","{'units': 3625, 'nano': 500000000}","{'units': 3626, 'nano': 0}",4,True,2
2025-05-10 05:30:00+00:00,"{'units': 3630, 'nano': 500000000}","{'units': 3637, 'nano': 0}","{'units': 3626, 'nano': 500000000}","{'units': 3637, 'nano': 0}",41,True,2
2025-05-10 06:00:00+00:00,"{'units': 3628, 'nano': 0}","{'units': 3628, 'nano': 500000000}","{'units': 3628, 'nano': 0}","{'units': 3628, 'nano': 0}",18,True,2
2025-05-10 06:30:00+00:00,"{'units': 3628, 'nano': 0}","{'units': 3628, 'nano': 0}","{'units': 3628, 'nano': 0}","{'units': 3628, 'nano': 0}",13,True,2
2025-05-10 07:00:00+00:00,"{'units': 3628, 'nano': 0}","{'units': 3635, 'nano': 0}","{'units': 3628, 'nano': 0}","{'units': 3635, 'nano': 0}",6,True,2
2025-05-10 07:30:00+00:00,"{'units': 3628, 'nano': 500000000}","{'units': 3628, 'nano': 500000000}","{'units': 3628, 'nano': 500000000}","{'units': 3628, 'nano': 500000000}",6,True,2
2025-05-10 08:00:00+00:00,"{'units': 3634, 'nano': 500000000}","{'units': 3634, 'nano': 500000000}","{'units': 3628, 'nano': 500000000}","{'units': 3628, 'nano': 500000000}",34,True,2
2025-05-10 08:30:00+00:00,"{'units': 3628, 'nano': 500000000}","{'units': 3635, 'nano': 0}","{'units': 3628, 'nano': 500000000}","{'units': 3628, 'nano': 500000000}",36,True,2
2025-05-10 09:00:00+00:00,"{'units': 3628, 'nano': 0}","{'units': 3628, 'nano': 0}","{'units': 3628, 'nano': 0}","{'units': 3628, 'nano': 0}",10,True,2
2025-05-10 09:30:00+00:00,"{'units': 3628, 'nano': 0}","{'units': 3633, 'nano': 0}","{'units': 3626, 'nano': 0}","{'units': 3626, 'nano': 0}",65,True,2
