time,open,high,low,close,volume,is_complete,candle_source
2025-05-11 00:00:00+00:00,"{'units': 3687, 'nano': 0}","{'units': 3687, 'nano': 0}","{'units': 3631, 'nano': 500000000}","{'units': 3639, 'nano': 500000000}",108,True,2
2025-05-11 01:00:00+00:00,"{'units': 3639, 'nano': 500000000}","{'units': 3639, 'nano': 500000000}","{'units': 3638, 'nano': 500000000}","{'units': 3639, 'nano': 500000000}",12,True,2
2025-05-11 02:00:00+00:00,"{'units': 3639, 'nano': 500000000}","{'units': 3654, 'nano': 0}","{'units': 3639, 'nano': 500000000}","{'units': 3652, 'nano': 500000000}",173,True,2
2025-05-11 03:00:00+00:00,"{'units': 3651, 'nano': 500000000}","{'units': 3687, 'nano': 500000000}","{'units': 3646, 'nano': 500000000}","{'units': 3646, 'nano': 500000000}",34,True,2
2025-05-11 04:00:00+00:00,"{'units': 3646, 'nano': 500000000}","{'units': 3659, 'nano': 500000000}","{'units': 3646, 'nano': 500000000}","{'units': 3646, 'nano': 500000000}",54,True,2
2025-05-11 05:00:00+00:00,"{'units': 3648, 'nano': 0}","{'units': 3687, 'nano': 0}","{'units': 3648, 'nano': 0}","{'units': 3672, 'nano': 0}",167,True,2
2025-05-11 06:00:00+00:00,"{'units': 3672, 'nano': 0}","{'units': 3672, 'nano': 0}","{'units': 3646, 'nano': 500000000}","{'units': 3664, 'nano': 0}",353,True,2
2025-05-11 07:00:00+00:00,"{'units': 3664, 'nano': 0}","{'units': 3680, 'nano': 0}","{'units': 3655, 'nano': 0}","{'units': 3673, 'nano': 500000000}",699,True,2
2025-05-11 08:00:00+00:00,"{'units': 3673, 'nano': 500000000}","{'units': 3684, 'nano': 0}","{'units': 3664, 'nano': 500000000}","{'units': 3670, 'nano': 500000000}",561,True,2
2025-05-11 09:00:00+00:00,"{'units': 3679, 'nano': 0}","{'units': 3683, 'nano': 0}","{'units': 3668, 'nano': 0}","{'units': 3672, 'nano': 500000000}",776,True,2
2025-05-11 10:00:00+00:00,"{'units': 3672, 'nano': 0}","{'units': 3672, 'nano': 0}","{'units': 3668, 'nano': 0}","{'units': 3668, 'nano': 0}",205,True,2
2025-05-11 11:00:00+00:00,"{'units': 3668, 'nano': 0}","{'units': 3668, 'nano': 0}","{'units': 3659, 'nano': 0}","{'units': 3660, 'nano': 0}",214,True,2
2025-05-11 12:00:00+00:00,"{'units': 3659, 'nano': 0}","{'units': 3667, 'nano': 0}","{'units': 3656, 'nano': 500000000}","{'units': 3656, 'nano': 500000000}",403,True,2
2025-05-11 13:00:00+00:00,"{'units': 3665, 'nano': 0}","{'units': 3667, 'nano': 500000000}","{'units': 3655, 'nano': 0}","{'units': 3660, 'nano': 500000000}",520,True,2
2025-05-11 14:00:00+00:00,"{'units': 3655, 'nano': 500000000}","{'units': 3661, 'nano': 0}","{'units': 3655, 'nano': 500000000}","{'units': 3661, 'nano': 0}",194,True,2
2025-05-11 15:00:00+00:00,"{'units': 3661, 'nano': 0}","{'units': 3668, 'nano': 0}","{'units': 3660, 'nano': 0}","{'units': 3668, 'nano': 0}",221,True,2
2025-05-11 16:00:00+00:00,"{'units': 3660, 'nano': 500000000}","{'units': 3675, 'nano': 0}","{'units': 3655, 'nano': 500000000}","{'units': 3655, 'nano': 500000000}",226,True,2
2025-05-11 17:00:00+00:00,"{'units': 3656, 'nano': 500000000}","{'units': 3680, 'nano': 0}","{'units': 3656, 'nano': 0}","{'units': 3672, 'nano': 0}",421,True,2
2025-05-11 18:00:00+00:00,"{'units': 3671, 'nano': 500000000}","{'units': 3675, 'nano': 0}","{'units': 3665, 'nano': 0}","{'units': 3665, 'nano': 0}",116,True,2
2025-05-11 19:00:00+00:00,"{'units': 3670, 'nano': 0}","{'units': 3672, 'nano': 0}","{'units': 3657, 'nano': 0}","{'units': 3666, 'nano': 500000000}",213,True,2
2025-05-11 20:00:00+00:00,"{'units': 3672, 'nano': 0}","{'units': 3686, 'nano': 0}","{'units': 3670, 'nano': 0}","{'units': 3685, 'nano': 500000000}",1842,True,2
