time,open,high,low,close,volume,is_complete,candle_source
2024-05-13 00:00:00+00:00,"{'units': 51, 'nano': 180000000}","{'units': 52, 'nano': 370000000}","{'units': 51, 'nano': 50000000}","{'units': 52, 'nano': 110000000}",2246788,True,1
2024-05-14 00:00:00+00:00,"{'units': 52, 'nano': 200000000}","{'units': 54, 'nano': 360000000}","{'units': 51, 'nano': 710000000}","{'units': 54, 'nano': 190000000}",6003562,True,1
2024-05-15 00:00:00+00:00,"{'units': 54, 'nano': 290000000}","{'units': 56, 'nano': 960000000}","{'units': 54, 'nano': 50000000}","{'units': 56, 'nano': 750000000}",8667478,True,1
2024-05-16 00:00:00+00:00,"{'units': 56, 'nano': 920000000}","{'units': 57, 'nano': 100000000}","{'units': 55, 'nano': 40000000}","{'units': 55, 'nano': 920000000}",6204546,True,1
2024-05-17 00:00:00+00:00,"{'units': 55, 'nano': 810000000}","{'units': 58, 'nano': 480000000}","{'units': 55, 'nano': 210000000}","{'units': 58, 'nano': 0}",6256773,True,1
2024-05-20 00:00:00+00:00,"{'units': 58, 'nano': 0}","{'units': 59, 'nano': 430000000}","{'units': 57, 'nano': 260000000}","{'units': 58, 'nano': 170000000}",6709381,True,1
2024-05-21 00:00:00+00:00,"{'units': 58, 'nano': 100000000}","{'units': 59, 'nano': 440000000}","{'units': 56, 'nano': 740000000}","{'units': 58, 'nano': 940000000}",5350643,True,1
2024-05-22 00:00:00+00:00,"{'units': 59, 'nano': 350000000}","{'units': 59, 'nano': 590000000}","{'units': 57, 'nano': 600000000}","{'units': 58, 'nano': 10000000}",2894203,True,1
2024-05-23 00:00:00+00:00,"{'units': 58, 'nano': 10000000}","{'units': 58, 'nano': 650000000}","{'units': 57, 'nano': 90000000}","{'units': 57, 'nano': 710000000}",2535583,True,1
2024-05-24 00:00:00+00:00,"{'units': 57, 'nano': 820000000}","{'units': 58, 'nano': 500000000}","{'units': 56, 'nano': 880000000}","{'units': 58, 'nano': 130000000}",3265551,True,1
2024-05-27 00:00:00+00:00,"{'units': 58, 'nano': 0}","{'units': 58, 'nano': 850000000}","{'units': 54, 'nano': 530000000}","{'units': 55, 'nano': 80000000}",6524146,True,1
2024-05-28 00:00:00+00:00,"{'units': 55, 'nano': 50000000}","{'units': 56, 'nano': 450000000}","{'units': 53, 'nano': 900000000}","{'units': 55, 'nano': 820000000}",3607111,True,1
2024-05-29 00:00:00+00:00,"{'units': 56, 'nano': 0}","{'units': 56, 'nano': 850000000}","{'units': 54, 'nano': 480000000}","{'units': 56, 'nano': 400000000}",2610840,True,1
2024-05-30 00:00:00+00:00,"{'units': 56, 'nano': 950000000}","{'units': 57, 'nano': 700000000}","{'units': 55, 'nano': 410000000}","{'units': 56, 'nano': 220000000}",4383859,True,1
2024-05-31 00:00:00+00:00,"{'units': 56, 'nano': 90000000}","{'units': 56, 'nano': 470000000}","{'units': 54, 'nano': 300000000}","{'units': 55, 'nano': 230000000}",2574496,True,1
2024-06-03 00:00:00+00:00,"{'units': 55, 'nano': 0}","{'units': 55, 'nano': 330000000}","{'units': 51, 'nano': 640000000}","{'units': 53, 'nano': 680000000}",5190690,True,1
2024-06-04 00:00:00+00:00,"{'units': 53, 'nano': 850000000}","{'units': 57, 'nano': 90000000}","{'units': 52, 'nano': 990000000}","{'units': 57, 'nano': 0}",3589152,True,1
2024-06-05 00:00:00+00:00,"{'units': 57, 'nano': 0}","{'units': 58, 'nano': 470000000}","{'units': 56, 'nano': 160000000}","{'units': 56, 'nano': 700000000}",4024260,True,1
2024-06-06 00:00:00+00:00,"{'units': 56, 'nano': 700000000}","{'units': 57, 'nano': 350000000}","{'units': 55, 'nano': 800000000}","{'units': 56, 'nano': 390000000}",1603829,True,1
2024-06-07 00:00:00+00:00,"{'units': 56, 'nano': 390000000}","{'units': 59, 'nano': 260000000}","{'units': 56, 'nano': 260000000}","{'units': 58, 'nano': 510000000}",3043027,True,1
2024-06-10 00:00:00+00:00,"{'units': 58, 'nano': 810000000}","{'units': 59, 'nano': 730000000}","{'units': 56, 'nano': 940000000}","{'units': 57, 'nano': 800000000}",3254855,True,1
2024-06-11 00:00:00+00:00,"{'units': 57, 'nano': 800000000}","{'units': 59, 'nano': 240000000}","{'units': 56, 'nano': 740000000}","{'units': 58, 'nano': 940000000}",3143706,True,1
2024-06-13 00:00:00+00:00,"{'units': 55, 'nano': 730000000}","{'units': 59, 'nano': 430000000}","{'units': 55, 'nano': 0}","{'units': 59, 'nano': 320000000}",2938745,True,1
2024-06-14 00:00:00+00:00,"{'units': 59, 'nano': 870000000}","{'units': 62, 'nano': 840000000}","{'units': 59, 'nano': 520000000}","{'units': 62, 'nano': 820000000}",9267808,True,1
2024-06-17 00:00:00+00:00,"{'units': 62, 'nano': 890000000}","{'units': 63, 'nano': 720000000}","{'units': 61, 'nano': 430000000}","{'units': 61, 'nano': 960000000}",6665808,True,1
2024-06-18 00:00:00+00:00,"{'units': 61, 'nano': 900000000}","{'units': 63, 'nano': 460000000}","{'units': 60, 'nano': 910000000}","{'units': 61, 'nano': 600000000}",6577669,True,1
2024-06-19 00:00:00+00:00,"{'units': 61, 'nano': 670000000}","{'units': 62, 'nano': 550000000}","{'units': 60, 'nano': 50000000}","{'units': 62, 'nano': 30000000}",4878221,True,1
2024-06-20 00:00:00+00:00,"{'units': 62, 'nano': 250000000}","{'units': 64, 'nano': 750000000}","{'units': 60, 'nano': 950000000}","{'units': 64, 'nano': 400000000}",7248190,True,1
2024-06-21 00:00:00+00:00,"{'units': 64, 'nano': 690000000}","{'units': 64, 'nano': 750000000}","{'units': 63, 'nano': 300000000}","{'units': 63, 'nano': 970000000}",2849674,True,1
2024-06-24 00:00:00+00:00,"{'units': 64, 'nano': 0}","{'units': 64, 'nano': 360000000}","{'units': 62, 'nano': 870000000}","{'units': 63, 'nano': 320000000}",2045865,True,1
2024-06-25 00:00:00+00:00,"{'units': 63, 'nano': 150000000}","{'units': 63, 'nano': 540000000}","{'units': 62, 'nano': 100000000}","{'units': 62, 'nano': 450000000}",1971678,True,1
2024-06-26 00:00:00+00:00,"{'units': 62, 'nano': 650000000}","{'units': 64, 'nano': 420000000}","{'units': 62, 'nano': 650000000}","{'units': 64, 'nano': 200000000}",2573501,True,1
2024-06-27 00:00:00+00:00,"{'units': 64, 'nano': 350000000}","{'units': 64, 'nano': 440000000}","{'units': 63, 'nano': 0}","{'units': 63, 'nano': 70000000}",2077174,True,1
2024-06-28 00:00:00+00:00,"{'units': 63, 'nano': 100000000}","{'units': 63, 'nano': 500000000}","{'units': 62, 'nano': 420000000}","{'units': 62, 'nano': 720000000}",1124673,True,1
2024-07-01 00:00:00+00:00,"{'units': 62, 'nano': 730000000}","{'units': 62, 'nano': 790000000}","{'units': 60, 'nano': 950000000}","{'units': 61, 'nano': 200000000}",2534211,True,1
2024-07-02 00:00:00+00:00,"{'units': 61, 'nano': 140000000}","{'units': 62, 'nano': 300000000}","{'units': 60, 'nano': 130000000}","{'units': 61, 'nano': 210000000}",3013325,True,1
2024-07-03 00:00:00+00:00,"{'units': 61, 'nano': 400000000}","{'units': 62, 'nano': 100000000}","{'units': 60, 'nano': 300000000}","{'units': 60, 'nano': 910000000}",1584019,True,1
2024-07-04 00:00:00+00:00,"{'units': 60, 'nano': 700000000}","{'units': 61, 'nano': 0}","{'units': 58, 'nano': 850000000}","{'units': 59, 'nano': 40000000}",2558667,True,1
2024-07-05 00:00:00+00:00,"{'units': 58, 'nano': 790000000}","{'units': 59, 'nano': 600000000}","{'units': 57, 'nano': 540000000}","{'units': 58, 'nano': 450000000}",3012194,True,1
2024-07-08 00:00:00+00:00,"{'units': 58, 'nano': 210000000}","{'units': 58, 'nano': 380000000}","{'units': 56, 'nano': 210000000}","{'units': 56, 'nano': 450000000}",2629613,True,1
2024-07-09 00:00:00+00:00,"{'units': 56, 'nano': 370000000}","{'units': 56, 'nano': 820000000}","{'units': 52, 'nano': 900000000}","{'units': 53, 'nano': 780000000}",5868965,True,1
2024-07-10 00:00:00+00:00,"{'units': 53, 'nano': 750000000}","{'units': 55, 'nano': 130000000}","{'units': 52, 'nano': 100000000}","{'units': 52, 'nano': 330000000}",5656318,True,1
2024-07-11 00:00:00+00:00,"{'units': 52, 'nano': 340000000}","{'units': 56, 'nano': 730000000}","{'units': 52, 'nano': 340000000}","{'units': 56, 'nano': 730000000}",5471275,True,1
2024-07-12 00:00:00+00:00,"{'units': 56, 'nano': 700000000}","{'units': 56, 'nano': 970000000}","{'units': 54, 'nano': 610000000}","{'units': 55, 'nano': 400000000}",3918097,True,1
2024-07-15 00:00:00+00:00,"{'units': 55, 'nano': 700000000}","{'units': 55, 'nano': 870000000}","{'units': 53, 'nano': 400000000}","{'units': 54, 'nano': 180000000}",2855451,True,1
2024-07-16 00:00:00+00:00,"{'units': 54, 'nano': 40000000}","{'units': 55, 'nano': 200000000}","{'units': 52, 'nano': 710000000}","{'units': 55, 'nano': 110000000}",3388007,True,1
2024-07-17 00:00:00+00:00,"{'units': 55, 'nano': 120000000}","{'units': 55, 'nano': 870000000}","{'units': 53, 'nano': 910000000}","{'units': 54, 'nano': 510000000}",2205407,True,1
2024-07-18 00:00:00+00:00,"{'units': 54, 'nano': 520000000}","{'units': 56, 'nano': 570000000}","{'units': 54, 'nano': 30000000}","{'units': 56, 'nano': 280000000}",2389287,True,1
