datetime,open,high,low,close,volume
2023-01-03 00:00:00+00:00,141.6,143.25,141.56,141.78,2109702
2023-01-04 00:00:00+00:00,141.85,142.28,140.75,141.43,1711274
2023-01-05 00:00:00+00:00,141.6,141.84,140.54,141.27,1724530
2023-01-06 00:00:00+00:00,141.39,141.62,140.9,141.4,1065760
2023-01-09 00:00:00+00:00,141.83,142.99,141.65,142.4,3144211
2023-01-10 00:00:00+00:00,142.1,142.85,141.31,142.81,2371818
2023-01-11 00:00:00+00:00,142.97,149.98,142.87,149.96,12314704
2023-01-12 00:00:00+00:00,150.02,150.79,148.39,149.3,4678930
2023-01-13 00:00:00+00:00,149.58,153.28,147.71,151.69,8852021
2023-01-16 00:00:00+00:00,152.89,154.0,151.88,153.71,5172683
2023-01-17 00:00:00+00:00,154.0,154.31,150.01,150.45,8440476
2023-01-18 00:00:00+00:00,150.4,153.0,149.41,151.47,6751196
2023-01-19 00:00:00+00:00,151.2,152.85,148.56,149.34,6681395
2023-01-20 00:00:00+00:00,149.7,151.4,148.64,151.38,4425482
2023-01-23 00:00:00+00:00,151.9,154.1,151.01,153.5,5519887
2023-01-24 00:00:00+00:00,153.95,155.58,152.28,152.66,7873413
2023-01-25 00:00:00+00:00,152.45,153.6,151.5,152.81,4337670
2023-01-26 00:00:00+00:00,153.32,154.3,151.73,152.4,4547834
2023-01-27 00:00:00+00:00,152.4,153.48,151.69,153.2,3412258
2023-01-30 00:00:00+00:00,153.5,153.88,152.21,153.38,3110498
2023-01-31 00:00:00+00:00,153.51,158.18,153.3,158.07,7788794
2023-02-01 00:00:00+00:00,158.2,159.6,156.5,158.29,6633220
2023-02-02 00:00:00+00:00,158.4,160.29,157.37,159.45,5386638
2023-02-03 00:00:00+00:00,159.1,162.32,157.88,161.26,6373312
2023-02-06 00:00:00+00:00,161.78,167.17,161.01,167.09,8908080
2023-02-07 00:00:00+00:00,167.3,168.7,163.4,165.39,9263827
2023-02-08 00:00:00+00:00,165.0,166.35,162.7,164.15,5866660
2023-02-09 00:00:00+00:00,164.33,167.47,161.27,165.31,10713207
2023-02-10 00:00:00+00:00,165.0,166.49,164.5,165.52,4092178
2023-02-13 00:00:00+00:00,165.2,166.88,164.17,164.32,3620934
2023-02-14 00:00:00+00:00,164.3,164.38,161.64,161.86,5882958
2023-02-15 00:00:00+00:00,160.94,161.12,153.83,156.25,11378716
2023-02-16 00:00:00+00:00,157.33,159.3,156.25,158.22,6852965
2023-02-17 00:00:00+00:00,158.0,160.38,156.91,159.73,5217314
2023-02-20 00:00:00+00:00,159.41,161.3,156.73,160.09,6396245
2023-02-21 00:00:00+00:00,160.66,165.65,159.26,164.15,12740553
2023-02-22 00:00:00+00:00,164.13,164.42,162.5,163.37,4376104
2023-02-24 00:00:00+00:00,163.33,165.5,163.1,164.3,3772404
2023-02-27 00:00:00+00:00,163.52,170.0,162.96,169.95,10008941
2023-02-28 00:00:00+00:00,170.5,171.92,168.37,169.82,8071143
2023-03-01 00:00:00+00:00,170.4,171.66,169.5,170.53,5375260
2023-03-02 00:00:00+00:00,170.4,170.4,166.55,168.05,8603857
2023-03-03 00:00:00+00:00,168.17,171.26,167.9,171.16,4953277
2023-03-06 00:00:00+00:00,172.14,172.99,171.35,171.84,6458162
2023-03-07 00:00:00+00:00,171.87,174.2,171.0,174.01,5524870
2023-03-09 00:00:00+00:00,174.85,174.89,172.21,172.55,8036873
2023-03-10 00:00:00+00:00,171.55,173.0,170.58,172.53,5023484
2023-03-13 00:00:00+00:00,172.5,173.9,169.26,172.15,7399070
2023-03-14 00:00:00+00:00,171.61,176.95,171.01,175.71,8930483
2023-03-15 00:00:00+00:00,176.0,177.37,173.59,175.3,7991060
2023-03-16 00:00:00+00:00,174.94,176.04,173.36,175.45,5150094
2023-03-17 00:00:00+00:00,183.0,193.66,178.56,193.59,38785459
2023-03-20 00:00:00+00:00,196.02,205.09,195.0,203.73,15667156
2023-03-21 00:00:00+00:00,204.76,208.0,201.25,203.32,12257927
2023-03-22 00:00:00+00:00,203.4,204.4,201.59,202.89,5755801
2023-03-23 00:00:00+00:00,202.53,204.2,202.22,202.58,2664980
2023-03-24 00:00:00+00:00,202.86,203.85,202.0,203.57,2432482
2023-03-27 00:00:00+00:00,204.01,213.2,204.01,211.84,10151478
2023-03-28 00:00:00+00:00,212.86,214.7,210.67,214.03,7390031
2023-03-29 00:00:00+00:00,214.85,219.53,213.6,217.99,9667651
2023-03-30 00:00:00+00:00,217.3,218.45,216.12,216.87,4088668
2023-03-31 00:00:00+00:00,217.2,217.35,211.3,216.6,8798113
2023-04-03 00:00:00+00:00,218.45,219.44,214.8,216.09,5517541
2023-04-04 00:00:00+00:00,216.2,217.29,213.8,214.83,4580338
2023-04-05 00:00:00+00:00,214.65,216.3,211.4,216.15,4617749
2023-04-06 00:00:00+00:00,216.3,217.38,214.07,214.25,3906145
2023-04-07 00:00:00+00:00,214.5,216.39,213.65,216.27,2919813
2023-04-10 00:00:00+00:00,217.1,222.26,216.61,222.21,8519600
2023-04-11 00:00:00+00:00,222.9,223.33,217.62,218.6,9853837
2023-04-12 00:00:00+00:00,218.6,219.7,216.67,219.22,4476754
2023-04-13 00:00:00+00:00,219.49,220.89,218.0,219.85,3267216
2023-04-14 00:00:00+00:00,220.0,222.5,218.51,221.87,4331604
2023-04-17 00:00:00+00:00,222.98,228.2,222.91,228.1,7879727
2023-04-18 00:00:00+00:00,227.89,232.76,227.05,232.66,9777012
2023-04-19 00:00:00+00:00,232.67,237.37,231.1,232.95,11571330
2023-04-20 00:00:00+00:00,233.32,236.47,229.84,236.28,8509375
2023-04-21 00:00:00+00:00,237.4,238.85,233.52,235.17,11590576
2023-04-24 00:00:00+00:00,235.07,236.4,234.1,235.1,3053677
2023-04-25 00:00:00+00:00,235.13,235.82,234.21,235.3,3218745
2023-04-26 00:00:00+00:00,235.6,235.95,234.91,235.21,2443032
2023-04-27 00:00:00+00:00,235.59,240.74,235.13,240.38,6831161
2023-04-28 00:00:00+00:00,240.9,241.58,237.66,240.38,4958335
2023-05-02 00:00:00+00:00,242.2,245.0,237.4,242.62,8395781
2023-05-03 00:00:00+00:00,242.85,242.99,234.0,235.77,7682718
2023-05-04 00:00:00+00:00,236.89,239.74,236.05,238.89,5307959
2023-05-05 00:00:00+00:00,239.24,240.66,237.3,237.7,6136614
2023-05-08 00:00:00+00:00,238.69,239.86,237.36,238.27,4786589
2023-05-10 00:00:00+00:00,216.5,227.5,215.7,227.06,15687448
2023-05-11 00:00:00+00:00,228.87,235.38,223.94,229.32,19730171
2023-05-12 00:00:00+00:00,231.0,232.47,226.15,229.29,7052773
2023-05-15 00:00:00+00:00,230.51,231.75,228.52,231.7,4912288
2023-05-16 00:00:00+00:00,232.4,232.86,229.57,230.62,3661369
2023-05-17 00:00:00+00:00,229.86,230.97,228.75,230.55,3174085
2023-05-18 00:00:00+00:00,231.7,234.49,230.72,231.7,5620246
2023-05-19 00:00:00+00:00,230.99,232.3,229.81,231.27,3161517
2023-05-22 00:00:00+00:00,232.2,232.78,230.0,231.0,2644113
2023-05-23 00:00:00+00:00,231.25,237.29,230.21,236.43,6295025
2023-05-24 00:00:00+00:00,237.49,246.13,236.26,246.06,8596171
2023-05-25 00:00:00+00:00,246.1,247.4,242.65,243.76,7081615
2023-05-26 00:00:00+00:00,243.45,249.64,242.81,248.1,6911785
2023-05-29 00:00:00+00:00,249.78,252.59,248.85,251.18,6796105
2023-05-30 00:00:00+00:00,248.84,250.85,243.8,244.65,8341592
2023-05-31 00:00:00+00:00,244.0,247.18,240.27,246.17,7291250
2023-06-01 00:00:00+00:00,247.0,247.0,240.57,241.66,5204691
2023-06-02 00:00:00+00:00,242.0,245.5,240.77,243.95,4654113
2023-06-05 00:00:00+00:00,243.51,244.15,235.1,237.12,7874219
2023-06-06 00:00:00+00:00,235.92,242.1,232.54,240.91,10064018
2023-06-07 00:00:00+00:00,241.2,244.39,238.56,241.25,6313063
2023-06-08 00:00:00+00:00,241.3,242.78,239.55,241.77,2994547
2023-06-09 00:00:00+00:00,242.8,243.0,240.11,240.4,2756910
2023-06-13 00:00:00+00:00,241.51,244.5,240.63,244.33,4055189
2023-06-14 00:00:00+00:00,245.7,247.68,242.8,244.6,5220564
2023-06-15 00:00:00+00:00,245.11,245.94,243.22,245.18,4006359
2023-06-16 00:00:00+00:00,245.5,245.9,243.7,243.87,2344116
2023-06-19 00:00:00+00:00,244.47,244.69,241.32,242.28,2984424
2023-06-20 00:00:00+00:00,241.99,242.22,238.82,241.74,3662196
2023-06-21 00:00:00+00:00,241.9,243.92,240.6,242.2,2683077
2023-06-22 00:00:00+00:00,242.15,242.8,240.13,240.66,2313675
2023-06-23 00:00:00+00:00,239.98,240.99,234.34,235.67,6188611
